feature,logOR,se_wald,p_wald,neglog10p,alpha,gamma,prev
2033,0.019042714639810117,0.012360554154192993,0.12341328311622567,0.9086380941632499,-2.6112182519732046,0.02,0.067595
2034,-0.010472045635446226,0.006407220113881869,0.10217210186121632,0.9906676723198902,-0.4656307464847004,-0.02,0.386185
2035,0.05594287537851867,0.029373291895978444,0.05683871402280637,1.2453557565559148,-4.48859296567493,0.02,0.01105
2036,0.021307148009113208,0.012282363942218811,0.08278052021739907,1.0820718486910463,-2.611246658223524,0.02,0.06844833333333333
2037,-0.02404778698610922,0.0062812404650178,0.00012892180613936603,3.8896736188371337,-0.23204847630737624,-0.02,0.44269166666666665
2038,0.0099977078615248,0.010922381788836937,0.3600124496013998,0.443682480622428,-2.3227451144837703,0.02,0.08901
2039,0.0140329157979626,0.014343316100106994,0.32789668147268003,0.4842629786505375,-2.9667862783539842,0.02,0.04933833333333333
2040,-0.02405590121267993,0.01300249640403694,0.06429933061657686,1.1917935482428097,2.738079973958423,-0.02,0.939535
2041,0.024015378015636,0.009933591503187377,0.015623555115722611,1.806220136178061,2.079339980216983,0.02,0.8879083333333333
2042,-0.02549792574333125,0.0070655378027150014,0.0003076480366397352,3.5119458521646076,1.0366294234984015,-0.02,0.73798
2043,0.053157937391910805,0.031239565219982068,0.08882621500594212,1.0514588433177534,-4.6229209000404605,0.02,0.00977
2044,0.019793467008668443,0.007558665027105027,0.008827953744292953,2.054139951071207,-1.2861137457271452,0.02,0.21545666666666666
2045,-0.018479117632775353,0.0089274152490426,0.03845897368048406,1.4150023095632103,-1.7954017880075006,-0.02,0.14341333333333334
2046,0.10957917008944604,0.09575463525797019,0.2524683274608246,0.5977930970374454,-7.18741483949515,-0.02,0.0009983333333333333
2047,0.015346169791445315,0.010465633065164575,0.14255585499955478,0.8460149408113494,-2.222840788952425,0.02,0.09765333333333333
2048,0.009731275341002566,0.020064402141696167,0.6276749206781432,0.20226522363331903,-3.6703859380481925,0.02,0.02462
2049,-0.012615287958615475,0.01071744830313248,0.2391638037463868,0.6213045480227117,2.269083966055045,-0.02,0.9072816666666667
2050,-0.02434520286761235,0.007106628386316645,0.0006132090207875374,3.2123914649568768,-1.0350086027571745,-0.02,0.2627
2051,0.015558143197569338,0.027342740104927293,0.5693530603885009,0.2446183405866174,4.296202417180846,0.02,0.986715
2052,0.038950131178206227,0.00821665248292336,2.133080136678954e-06,5.670992828440064,1.5319365505574447,0.02,0.822465
2053,-0.042689012473445705,0.021039459595824393,0.042458537435899786,1.3720349700018164,-3.7560226078264964,-0.02,0.022995
2054,-0.22074428019292286,0.10263178097363898,0.031489030397904696,1.5018407118411523,-7.3657002367620645,0.02,0.0010516666666666667
2055,0.013857223714713296,0.00654490491228937,0.03423832761633185,1.4654874567500473,0.6262791673230033,0.02,0.65031
2056,0.023374911513444764,0.006930130177034916,0.0007437022549123015,3.1286009017255254,-0.9503569005635051,0.02,0.279085
2057,-0.01487933176266411,0.00633898599816478,0.018911384059744362,1.723276685458862,0.3706494766491446,-0.02,0.5922766666666667
2058,-0.012167263879759565,0.01354551185458164,0.3690519732306522,0.43291246826416474,-2.818521974362044,-0.02,0.05647666666666667
2059,0.011587550734030531,0.011710764448132748,0.3224290382714581,0.49156585212391185,2.472925126354662,0.02,0.922785
2060,-0.014793165887683311,0.012229722296523745,0.2264294737426934,0.6450670428075886,2.6057856248382025,-0.02,0.93068
2061,0.03130191454853114,0.008988741829515713,0.0004970399038674619,3.303608743391873,-1.8343250837062446,0.02,0.13775166666666666
2062,-0.020588444271038626,0.007239067023006647,0.004454066408379667,2.351243312093665,-1.1123256278328415,-0.02,0.248085
2063,-0.0686233141377175,0.01619207361136543,2.254387740620483e-05,4.646971385925347,-3.172233231215337,-0.02,0.04003166666666667
2064,-0.02537571922121347,0.007680441948824651,0.0009533624055929738,3.0207419778184943,1.3524650178549484,-0.02,0.7943016666666667
2065,-0.02041396277056541,0.02487475786782185,0.4118343726123498,0.3852774090222623,4.137594413388997,0.02,0.9842183333333333
2066,-0.01494313800438943,0.012234640736169304,0.22194240800730802,0.653759706312979,-2.5826793920399522,-0.02,0.07034166666666666
2067,-0.0307743332249385,0.02579498475359956,0.2328554596689043,0.6329135748827175,-4.189584747109664,-0.02,0.01508
2068,-0.02574652226350944,0.010606683694146796,0.015208038829894428,1.817926787279689,-2.2320058339442213,-0.02,0.096765
2069,0.03169947865948318,0.008606880614458818,0.0002304697058915639,3.6373861523948228,-1.7079430077867805,0.02,0.15301166666666666
2070,0.01236675129616748,0.006482272960052795,0.05641964503614051,1.248569650533194,-0.5718792790803802,0.02,0.3615716666666667
2071,-0.0267491429327838,0.054370999867714355,0.6227374034210866,0.20569504850448966,-5.704369076286473,-0.02,0.0033466666666666666
2072,-0.016041587236919126,0.006298147860635028,0.010864331713260157,1.9639969828427362,0.2914252990078199,-0.02,0.5729133333333334
2073,0.017966074442919033,0.00749806138373867,0.016570752318242284,1.7806577740040568,-1.2599242772204382,0.02,0.22052666666666668
2074,0.07603109022691107,0.059810732533466276,0.20365936767171222,0.6910956089780989,-5.967650831500561,0.02,0.0026116666666666667
2075,0.007076753090559459,0.007961287625208669,0.3740592207436866,0.42705963521619,1.454134693673099,0.02,0.8103133333333333
2076,0.04879065725453456,0.02812790035815749,0.0828116713467536,1.081908450119948,4.341565212963555,0.02,0.9872183333333333
2077,0.0008352086980396941,0.009793884678965355,0.9320399104382159,0.030565490530159597,2.044600600357165,0.02,0.88555
2078,-0.01727962421800175,0.007413547950259867,0.01976300687065928,1.704146978372451,1.2210300464149413,-0.02,0.7722166666666667
2079,0.023656633392843192,0.006258320124327722,0.00015680990911054937,3.804626496906318,-0.18402779130206715,0.02,0.45348333333333335
2080,-0.009210645136847285,0.01326715186204047,0.4875289878821286,0.31199955657473355,2.7847778381532224,-0.02,0.9416333333333333
2081,-0.012372174394220998,0.01101630351489915,0.2614041268507581,0.5826875603883578,-2.3362793296463282,0.02,0.08834166666666667
2082,0.02094185328154244,0.008297061571965919,0.011602514908555059,1.9354478648654905,1.5767396936356028,0.02,0.828225
2083,-0.013170792945580642,0.006551587570677633,0.04439724393370184,1.3526439889289814,-0.627818546666538,-0.02,0.348085
2084,0.019458137711424094,0.006537697805642776,0.0029175109447830607,2.5349875060623788,0.6119765866206615,0.02,0.6479283333333333
2085,-0.18938235776610507,0.09373856095169723,0.043349687704126436,1.3630140268812692,-6.7321657320705794,-0.02,0.0012366666666666667
2086,-0.004659890019371799,0.034130998742076576,0.8914026629588747,0.04992607284506641,-4.762489064832853,-0.02,0.008433333333333333
2087,-0.02017164746464919,0.006293275780507498,0.001349358840986758,2.86987254110895,-0.2646114193269209,-0.02,0.43481166666666665
2088,-0.052249243177455246,0.026645776603733826,0.04989270432911045,1.3019629554037855,-4.245541899649673,-0.02,0.014291666666666666
2089,0.011216525393825389,0.010541273242314736,0.2873024570922169,0.5416606597824061,2.2301981055707403,0.02,0.9026133333333334
2090,-0.01812398171861613,0.028986921186923927,0.531809044954999,0.2742442805045647,-4.424746254249428,-0.02,0.01182
2091,-0.016242929296015184,0.010022099117462081,0.10507956889710084,0.9784817176331533,-2.0949877894968814,-0.02,0.10942
2092,0.032146490301052405,0.019150611531614653,0.09322723849585032,1.0304571799191997,3.5552204597992736,0.02,0.972275
2093,0.011384984455640356,0.00655427595121861,0.08238159293951394,1.084169814732691,0.6329933826625727,0.02,0.6527483333333334
2094,0.019867397461818734,0.006810940560166212,0.0035343509646044587,2.4516903268091697,-0.8649874829136621,0.02,0.296425
2095,-0.021731064541402827,0.026759494075896097,0.416741127270573,0.38013363785496584,-4.250690085319655,-0.02,0.013926666666666667
2096,-0.09415283479015338,0.04858629031157642,0.0526417965814013,1.2786692973562124,-5.420937723954337,-0.02,0.0043616666666666665
2097,-0.026447786884661303,0.00784307605875072,0.0007459217397234907,3.1273067352473674,1.4287506945732924,-0.02,0.8056566666666667
2098,0.020568499232176917,0.008370675469337936,0.01400211932160817,1.8538062257488352,-1.6287038962920308,0.02,0.16479333333333332
2099,0.025187967868566023,0.006272645925450625,5.931355698350497e-05,4.226846030915443,0.204839281363284,0.02,0.5512833333333333
2100,0.01767651176917766,0.01548512205430601,0.2536553332812731,0.5957560019045224,-3.1310087814556757,0.02,0.04192
2101,0.011622260822215078,0.016210317385526123,0.4733945275476342,0.32477676683279577,3.2173229489706525,0.02,0.9612966666666667
2102,0.017627057508998414,0.0065916031620583656,0.00749148013225233,2.125432367912891,-0.6803130581742569,0.02,0.335535
2103,-0.0388051119857545,0.026918351900753448,0.14941927635280797,0.8255933712379698,-4.254894784457385,-0.02,0.013893333333333334
2104,-0.002830897136937854,0.013362117283085149,0.832216317744645,0.07976377299755431,-2.790302029823682,-0.02,0.05785166666666667
2105,-0.0035202631891934717,0.013924941755835363,0.8004206636271328,0.0966817081625111,-2.8879261617225334,-0.02,0.05301666666666666
2106,-0.025664270239178524,0.013747233681967577,0.06192002772492154,1.2081688578681589,-2.83817817900215,-0.02,0.055128333333333335
2107,0.02332856461043295,0.01926362147298156,0.2258890580207762,0.646104805628064,-3.609109063769764,0.02,0.026573333333333334
2108,0.026248546899809762,0.006289413919497265,3.0002312384979546e-05,4.522845271369175,0.2536285015163682,0.02,0.5620683333333333
2109,0.029056756082316348,0.04526979014872403,0.5209656861555501,0.2831908809309236,5.341059173485598,0.02,0.9951583333333334
2110,0.019655980816460056,0.006304272622539442,0.0018215545483900683,2.739557818816747,-0.3087352744335379,0.02,0.42331833333333335
2111,-0.009060493583474008,0.01358773446916687,0.5048908544828026,0.296802495978361,-2.823814966738585,-0.02,0.05601166666666667
2112,0.027698878478315325,0.02168069734419153,0.20139669109059477,0.6959476690996843,-3.8513717639904357,0.02,0.020803333333333333
2113,0.015574551716301939,0.006597550755033259,0.018242614458536543,1.7389129201990507,-0.6854369362989354,0.02,0.334555
2114,-0.0037366283746391666,0.0071129103373158776,0.5993534944235235,0.22231695825189826,-1.0486306238530028,-0.02,0.259745
2115,-0.002591839592550935,0.006616099361263142,0.6952448780176423,0.15786220197026565,-0.6924788000365001,-0.02,0.333035
2116,-0.023605018126190713,0.048494735895349535,0.6264325050261099,0.2031257152106264,-5.441095437954236,-0.02,0.004203333333333333
2117,-0.014644577749527975,0.020422509838447168,0.4733246028203447,0.32484092086178185,-3.6926447462411494,-0.02,0.024061666666666665
2118,-0.00840037529091871,0.01593000154255632,0.597964114391212,0.2233248785358631,-3.1845204324968472,0.02,0.04006666666666667
2119,-0.01805889133996751,0.010122046898547765,0.07440505037999177,1.128397584914856,2.146275396064225,-0.02,0.89484
2120,0.015370372912726695,0.006425304832510908,0.01674942728954965,1.776000038134036,-0.5012204350822569,0.02,0.37713833333333335
2121,-0.022533548765997793,0.013690963929650678,0.09979049708449278,1.0009108140259346,-2.839114846255355,-0.02,0.055516666666666666
2122,0.011045351521863853,0.008045881034780728,0.16981584338498068,0.7700217936345505,-1.4994374898141385,0.02,0.18303666666666665
2123,0.03356052380597723,0.010375975585676874,0.0012187933284426064,2.914069931729059,-2.2053338826512707,0.02,0.09866333333333334
2124,0.03290384026534106,0.021080564548115303,0.11855644789451274,0.9260748211977605,-3.806504644950749,0.02,0.021971666666666667
2125,0.04381351922943489,0.018614014274634053,0.018583002571448248,1.730884113008787,3.4930301612646213,0.02,0.9704133333333333
2126,0.0020471270937813773,0.021287977003119758,0.9233906924487982,0.03461450734443925,3.794791918548574,-0.02,0.9780516666666667
2127,0.024387481242819725,0.006502995180154191,0.0001766991419681553,3.7527655593749576,-0.5976483929766638,0.02,0.35478166666666666
2128,-0.03954230885287195,0.016955131039531664,0.01969156084809714,1.7057198582219917,-3.299119093244842,-0.02,0.035796666666666664
2129,-0.042945237193418195,0.020360298283926184,0.03492183004504484,1.4569030055838952,-3.691114994199883,-0.02,0.024596666666666666
2130,-0.019007685499714527,0.006362196867140656,0.002811792958380147,2.5510166610147276,0.4192184312192373,-0.02,0.6020883333333333
2131,-0.012091601605360356,0.018082485531311806,0.5036923884700585,0.29783461191860183,3.4589081970527777,-0.02,0.96954
2132,0.01979109610936602,0.006272350782855987,0.0016033773393237139,2.794964258618269,-0.22815759932166157,0.02,0.44267833333333334
2133,-0.01462367979810998,0.006306336718619028,0.020401185149192612,1.6903446027307598,0.3082254855550677,-0.02,0.5770783333333334
2134,0.1775641681978937,0.10349220584184142,0.0862123809448451,1.0644303607423962,7.638194767316862,0.02,0.9989933333333333
2135,0.025825108740174393,0.023592855961486112,0.2736850679456896,0.5627488967283242,3.987981372537173,0.02,0.98197
2136,-0.012710517143131997,0.011005274484693739,0.24811181862940646,0.6053525479273671,2.348201384163951,-0.02,0.91259
2137,0.023416241804306966,0.009801115510288989,0.016887843598991464,1.772425801752123,2.036976746851394,0.02,0.8844483333333333
2138,0.02773036009082098,0.008350783043074307,0.0008979527904826374,3.0467464955953223,-1.6148865280993858,0.02,0.16523166666666667
2139,0.017819639573164143,0.006259847846103676,0.004418093999422886,2.3547650483114877,0.16886314975946504,0.02,0.54216
2140,-0.015326437128998026,0.00865902217487852,0.07672775867788295,1.1150474879460748,-1.7045812145567287,-0.02,0.15415166666666666
2141,0.05378718517857823,0.019522013429850223,0.005865503970490405,2.2316946668903253,-3.6537733545824063,0.02,0.025438333333333334
2142,0.020515603692091662,0.03890621763764162,0.5979789365515316,0.22331411350414704,5.029849906921295,0.02,0.993465
2143,-0.03244706614417301,0.009250221621716594,0.00045198674313399215,3.344874302950092,-1.875005137851847,-0.02,0.13273833333333335
2144,-0.19624437651909163,0.10658699814507577,0.06559720938081916,1.183114635872666,-9.968622844731161,0.02,0.00096
2145,0.02786500201281368,0.01125240265872577,0.013272959718687399,1.8770322236186339,2.36360405385569,0.02,0.915015
2146,0.028189347932593645,0.007423203897654545,0.00014618412862688266,3.8350997766526707,-1.2291654283130824,0.02,0.22588166666666668
2147,0.02272927950019248,0.01751201915104553,0.19431326452335407,0.7114975518826164,3.3859011023976286,0.02,0.96683
2148,0.005432366955967085,0.012776500492069943,0.6707023546692039,0.17347016895672898,-2.693586090719948,0.02,0.06339333333333333
2149,0.004549704011696536,0.012036160139876838,0.7054284042273331,0.1515470573551774,2.5420986416583764,0.02,0.9275183333333333
2150,-0.025864646970585287,0.01139566749281901,0.02322632175374847,1.6340195619833735,2.4382106010620417,-0.02,0.9195983333333333
2151,0.028423262578447357,0.006247158764445416,5.36993940463299e-06,5.270030614930239,0.11000137987089031,0.02,0.5273166666666667
2152,-0.03123931669767435,0.02964118419101027,0.29192140127297483,0.534734064950136,-4.45577165878851,-0.02,0.011381666666666667
2153,0.01270342931146319,0.006877817886701412,0.06474503994428203,1.1887934968581215,0.8925306732555869,0.02,0.7096233333333334
2154,-0.02996570607368568,0.006254079502352187,1.6563350416262558e-06,5.780851810055952,-0.14025722234802074,-0.02,0.4650783333333333
2155,-0.02322238437694732,0.006582422110862122,0.0004188084899762764,3.3779845229997005,-0.6555681668945599,-0.02,0.34261
2156,-0.022119752453054378,0.022205908192673967,0.31919177373713636,0.49594830988586036,3.8945904381484997,-0.02,0.98013
2157,0.05330920336517584,0.01680793729816998,0.0015156597108808177,2.819398293608689,-3.323793672921692,0.02,0.034673333333333334
2158,0.025597681241741613,0.041755117420807314,0.5398479269578376,0.26772856200003126,-5.197924342167513,-0.02,0.005525
2159,-0.0018830622981701381,0.009261648787723759,0.8388862857002591,0.07629690548826941,-1.89691031757808,0.02,0.13038166666666667
2160,0.016741832752230075,0.014673160965841685,0.25387684050677417,0.595376915112342,-3.0188771141311426,0.02,0.046961666666666665
2161,0.041857654163205096,0.028154625344672765,0.13709244227109468,0.8629864866432485,-4.404876039622452,-0.02,0.012131666666666667
2162,-0.0014322338539653225,0.008597484306541534,0.8676945898096196,0.06163311042321194,-1.6913004018363278,-0.02,0.15583
2163,-0.028328246311992798,0.04453438160068522,0.5247123259171793,0.28007873375298403,-5.29610918585668,-0.02,0.005001666666666666
2164,0.05311688481130266,0.10051849320599072,0.5972016279591159,0.22387901706774704,-7.018656735548343,0.02,0.0009333333333333333
2165,0.006921664384188623,0.013061664197048156,0.5961659499872468,0.22463283232039577,2.732824296462244,-0.02,0.93914
2166,0.021256965558122336,0.008109100622404013,0.008757676127447319,2.0576111197357267,-1.5191900156277431,0.02,0.17855
2167,-0.015842564282949438,0.02171034680525546,0.4655588186338724,0.33202544251420707,-3.83235894979721,-0.02,0.021245
2168,0.020886811443354227,0.01177529411312495,0.07609912245305446,1.1186203513239539,-2.510971691215194,0.02,0.07502666666666667
2169,0.04584417978263831,0.03044939670375869,0.1321735318906478,0.8788555047952284,-4.584856005367961,0.02,0.01033
2170,-0.006994755493021707,0.006451667748663054,0.2782859352034589,0.5555087427061388,0.5275806553813713,-0.02,0.6294583333333333
2171,-0.021853005290849638,0.012236783335094422,0.07412426623261896,1.1300395927535072,2.595796891637007,-0.02,0.9310183333333333
2172,-0.010594998338519311,0.00843374544946869,0.20902080479285334,0.6798104844293726,1.6394452968166855,-0.02,0.8375133333333333
2173,0.04572058150870746,0.0379234084146119,0.22797053524642708,0.6421212810995703,-4.991985114018288,0.02,0.006633333333333333
2174,-0.011626475171073158,0.007185621315143382,0.10565840240056341,0.9760959603144691,-1.085763963826721,-0.02,0.25266833333333333
2175,0.024693965486528885,0.006746415038537883,0.00025191101221607956,3.5987528470309003,-0.8159136686674077,0.02,0.30607833333333334
2176,-0.02751120473282142,0.03699858499952774,0.4571339285760212,0.33995654408692355,-4.892734383338244,0.02,0.00726
2177,-0.03154125673974428,0.008754253536456917,0.0003146096127336477,3.5022280118672144,-1.7308100797037254,-0.02,0.15128666666666668
2178,0.02353912560107508,0.0178867388991808,0.18817071740672675,0.7254479593260611,3.400947413715305,0.02,0.9682366666666666
2179,0.009500285608123497,0.009449820619020556,0.31473301031784984,0.502057704347517,1.9472857408486492,0.02,0.8751483333333333
2180,-0.025047910267871776,0.016197487691011925,0.1220062760479105,0.9136178284820534,3.2339194604093295,-0.02,0.9619883333333333
2181,-0.026552718869595354,0.00904468290912366,0.0033276715167756504,2.477859550618272,1.8524477692575758,-0.02,0.8639683333333333
2182,-0.016169520464347116,0.006252922273073382,0.009712110478218095,2.012686386008563,-0.14709503927932555,-0.02,0.46426
2183,-0.010968200079518117,0.007449815630651829,0.14094580637069817,0.8509478413756298,-1.224193541068308,-0.02,0.22740833333333332
2184,0.0370233236139252,0.02100035444739674,0.07790290932434737,1.1084463230730486,-3.7906147532601375,0.02,0.022095
2185,-0.01649448789421136,0.006241228854228727,0.008221704106032898,2.0850381572600623,0.0983807060558115,-0.02,0.5249133333333333
2186,0.028555825098271426,0.01746214863832518,0.10198649239626237,0.9914573445736657,-3.4097799220852707,0.02,0.032453333333333334
2187,-0.025326462567959635,0.011538534513576365,0.028167456685679177,1.5502523648438338,2.465658097679462,-0.02,0.921745
2188,-0.014120898413194099,0.009570291951079675,0.14008005919222,0.8536236834091256,1.9943325124023101,-0.02,0.88017
2189,-0.020376957115856985,0.00636331687623627,0.0013635669363646773,2.8653235380448354,0.41124461650707267,-0.02,0.6026916666666666
2190,-0.006805856631891691,0.012775355241768151,0.5942182398180071,0.2260540214473097,2.688445956866512,-0.02,0.93664
2191,-0.021943465555098532,0.007452228342009171,0.0032342375915554735,2.49022807938591,-1.2225659257131039,-0.02,0.22829166666666667
2192,0.038356585054796694,0.09631626593479024,0.6904563803031962,0.16086375284494475,-8.824372351509716,0.02,0.001025
2193,-0.02869019290801635,0.029549620533250883,0.33159021881482187,0.4793982886688111,-4.434185940556408,-0.02,0.011436666666666666
2194,-0.022097922926726358,0.020626044813580807,0.284007513597358,0.5466701702673723,-3.720742234369604,-0.02,0.023675
2195,-0.02660423918127471,0.00964527860532627,0.005810898122702573,2.2357567385925385,2.020583008105108,-0.02,0.8830333333333333
2196,-0.02723552494344285,0.008836660184564889,0.002055415077598267,2.6871004620081047,-1.7531957303070675,-0.02,0.14759833333333333
2197,0.02398607413349937,0.006978810556633468,0.0005882260215154383,3.2304557674001853,-0.9781877607205253,0.02,0.27270333333333335
2198,-0.017598863422040905,0.007899207605851272,0.025885336769699473,1.5869461804495295,-1.424499144293358,-0.02,0.19454
2199,0.010137795864176556,0.03720794849999152,0.7852659009480093,0.10498326075682488,-4.97828103736069,0.02,0.0070283333333333335
2200,0.013453076239736737,0.007300808099301961,0.06537528213355169,1.1845864238794646,-1.1617132730671533,0.02,0.23848666666666668
2201,0.037676346668334776,0.006241917710916645,1.5796066096639464e-09,8.801451057681396,-0.11804276568231509,0.02,0.4712033333333333
2202,0.03239450639809885,0.006489886957353219,5.990091888438271e-07,6.222566515451155,-0.5904548565909857,0.02,0.35706666666666664
2203,-0.02292450909608223,0.006579262671671729,0.0004933184336299266,3.306872656128807,0.6778630793538574,-0.02,0.66252
2204,-0.024107603369717553,0.006837308938520704,0.0004220612653574757,3.3746245033618516,0.8860797200218096,-0.02,0.70801
2205,0.02807504402106625,0.014674449592457544,0.05572343843649687,1.2539620931108906,-3.0239881945261082,0.02,0.04667333333333333
2206,0.03137874505555635,0.07604782761236331,0.6798861015527342,0.1675638367206518,6.388363286571365,-0.02,0.9982883333333333
2207,0.026827992099040344,0.01746170979510008,0.12444281701322933,0.9050301663237518,3.367456305601338,0.02,0.9665566666666666
2208,0.019023394986377628,0.008793835936330206,0.030520825364133506,1.5154037260827546,1.7483502196061547,0.02,0.851255
2209,0.04808106401880434,0.008077410261790199,2.640213022656856e-09,8.578361031148322,-1.5299839188406268,0.02,0.17818833333333334
2210,0.014457312942554236,0.0066186212721876985,0.028937342874206382,1.538541349790901,0.6929955894546886,0.02,0.665985
2211,-0.016526956258733048,0.006242016003110141,0.008104254022118274,2.0912869547806396,-0.08943599248062784,-0.02,0.4783516666666667
2212,0.014150858531800736,0.012165865677783412,0.2447642517763644,0.611252011322033,-2.577991483080744,0.02,0.07013333333333334
2213,-0.07194065714353576,0.07281561264589444,0.3231605050908144,0.49058172175022813,-6.242942543973332,0.02,0.0019116666666666668
2214,-0.12474682242743622,0.10060314243685724,0.21497934352644477,0.6676032676353693,-7.880878107037805,-0.02,0.0010316666666666666
2215,0.018421189917620154,0.006854639560551087,0.007200966798715699,2.142609191463185,-0.8990095106638893,0.02,0.29011
2216,-0.017329963454293936,0.01869279014495885,0.35387801251729756,0.4511464205189065,-3.52427266195476,-0.02,0.028903333333333333
2217,-0.008973241755095241,0.02467654076838341,0.7161309549081056,0.14500755339937005,-4.098330986098136,0.02,0.016301666666666666
2218,0.007854272456475133,0.009803941145813887,0.4230539643558584,0.373604230905947,2.046717543884081,0.02,0.88542
2219,-0.0031199215541592358,0.013480392804975027,0.8169718726446453,0.08779289544494322,-2.8064023326784397,0.02,0.056785
2220,0.016096888593645983,0.006984678205188382,0.021188992383910317,1.6738896951302753,0.9663688920919979,0.02,0.7235766666666666
2221,-0.0053152238701148664,0.014946922020606799,0.7221352127875087,0.14138147740324514,-3.024470901255474,-0.02,0.045705
2222,0.0254331131223189,0.007741815438027631,0.001019239731385912,2.991723655274285,1.3472030728449582,0.02,0.79407
2223,0.01537129402137088,0.007820278897777817,0.04934847341324794,1.3067262776135375,1.388137056981315,0.02,0.80044
2224,0.01010579571319235,0.01051419541303202,0.3364730806757922,0.47304967551611066,-2.2315227870941285,0.02,0.09689833333333334
2225,-0.02250216677218319,0.006440634125237713,0.0004762310540464843,3.322182288558811,0.521045284544466,-0.02,0.6283183333333333
2226,0.0008097330295183863,0.009828535502920167,0.9343398249283071,0.02949513956292748,-2.0581350783738888,0.02,0.11343333333333333
2227,-0.003639962873863584,0.008459677479623926,0.6669977473968027,0.1758756327922823,-1.645901219748779,-0.02,0.16233166666666668
2228,-0.025569183932219124,0.007099868911768796,0.00031655687049546874,3.4995482561880333,-1.0267035867368912,-0.02,0.263605
2229,-0.039219270453455454,0.029697371948960976,0.18662442623460818,0.7290315144767059,4.521229661498641,-0.02,0.989095
2230,-0.016163908248458654,0.010103580721793619,0.10963857032791824,0.960036636236737,2.1395885992818435,-0.02,0.8943033333333333
2231,-0.013236439972025867,0.007009286733150853,0.05897030193461624,1.2293666485796289,-0.9752619137158377,-0.02,0.27301333333333333
2232,0.022184368653063724,0.0064772981852361106,0.0006149313631198961,3.211173356227508,-0.5694244186234506,0.02,0.3616183333333333
2233,-0.008348561094384645,0.041189295428104525,0.83937918430535,0.07604180502376083,-5.140672145665674,0.02,0.0057866666666666665
2234,-0.010236470791944443,0.006282376764272732,0.10322951063458262,0.9861961314524342,0.2511917715688161,-0.02,0.562815
2235,-0.01940062771161152,0.011744560780184696,0.0985586227210152,1.0063053740599504,-2.4885215999129544,-0.02,0.077045
2236,-0.0026308428384651805,0.020247720398497406,0.8966196001107243,0.04739177168605007,-3.6971970608201037,0.02,0.024328333333333334
2237,-0.020835958839863472,0.008618637901264761,0.01562553266527874,1.8061651688864024,1.7117448280855039,-0.02,0.8467233333333334
2238,0.023798880536946166,0.00967443351725035,0.013894605611232992,1.8571537758600571,2.001370066808583,0.02,0.8809183333333334
2239,-0.007283330065253968,0.019355655057459165,0.7067016728880072,0.1507638806321142,-3.594344735246409,0.02,0.026755
2240,-0.010914832308540368,0.014851792774065686,0.4623901543089388,0.3349914219379206,-3.01767831380407,-0.02,0.046461666666666665
2241,-0.023320519719189272,0.009961811048581336,0.019232580513683824,1.7159624407919225,-2.0688802847117795,-0.02,0.11133
2242,0.02134475756131687,0.015399637930835408,0.16572986372296816,0.7805992267557403,3.0883533730814623,0.02,0.9566933333333333
2243,-0.028226876353443005,0.006889754832620326,4.186567512685192e-05,4.378141900956291,-0.8964801537753195,-0.02,0.29050333333333334
2244,-0.016195199895289523,0.00628527414248808,0.0099751510676129,2.0010805184648857,-0.24632359347952848,-0.02,0.4390233333333333
2245,0.019539473038111568,0.013215234394769002,0.13925883899900357,0.8561772298586151,-2.773010797417771,0.02,0.05854
2246,0.017073112010396366,0.011177394635082976,0.12664469230457392,0.8974130068299123,-2.3927654809520797,0.02,0.084275
2247,-0.0070097620190591944,0.07766770220418831,0.9280859749359814,0.032411790256603366,-6.420911809057132,-0.02,0.0016183333333333334
2248,-0.026971197065437547,0.010436655961583904,0.00975837359551713,2.010622559111059,2.227933955392545,-0.02,0.902305
2249,0.02447038729330698,0.006601578279347105,0.00020993762446561119,3.6779097213342387,0.665897632072465,0.02,0.6612516666666667
2250,0.02384205991079043,0.009164216491518301,0.009277718895675635,2.032558790246486,-1.8770549204103535,0.02,0.13202333333333333
2251,-0.0135116557150261,0.007072192420593243,0.0560646450574115,1.2513109230004524,-1.016944878872808,-0.02,0.265475
2252,-0.002407602112079045,0.046564783884120046,0.9587642671698855,0.018288160349818852,-5.422065721726762,-0.02,0.004506666666666667
2253,-0.01208446806670939,0.007167216583602037,0.09178126411190012,1.0372459650218124,-1.0738820697782994,-0.02,0.25467833333333334
2254,0.023647012283398983,0.012161913500725825,0.05185330090490145,1.2852235918467105,-2.58484158465576,0.02,0.06984
2255,-0.02602441297441454,0.00631916134113541,3.816223742244038e-05,4.418366170872188,0.34487028675946063,-0.02,0.5849216666666667
2256,-0.014922158732132533,0.007456680426616155,0.04537300998566411,1.3432024092549457,1.2403642018126144,-0.02,0.7757133333333334
2257,-0.020948028252390852,0.007826476399228684,0.007438239992318581,2.128529813385192,-1.3910250980847751,-0.02,0.199645
2258,-0.009181204230518753,0.019193028069573865,0.6323929852523973,0.19901295607548958,-3.5764477102236985,0.02,0.027251666666666667
2259,-0.030241987320717312,0.006262611507226121,1.372384142904665e-06,5.862524308605363,-0.17521508001937236,-0.02,0.4572466666666667
2260,-0.022829902646247492,0.00691647268455161,0.0009640910359144089,3.015881955175407,-0.9120867723593576,-0.02,0.28617333333333334
2261,-0.016358901737334293,0.017322299183494743,0.34497346808595764,0.46221430523674234,-3.3614670043919705,-0.02,0.033808333333333336
